timestamp,frame,x,y,z,alpha,beta,gamma
2025-07-03T21:28:41.268554,43,0.5860128402709961,5.215785026550293,0.698499858379364,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:41.384931,44,0.5860128402709961,5.215785026550293,0.698499858379364,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:41.495108,45,0.5860128402709961,5.215785026550293,0.698499858379364,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:41.604328,46,0.585515022277832,5.1707868576049805,0.698499858379364,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:41.915383,47,0.5849618911743164,5.120789527893066,0.698499858379364,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:42.126375,48,0.5844078063964844,5.070792198181152,0.6984999179840088,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:42.340837,49,0.5844078063964844,5.070792198181152,0.6984999179840088,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:42.537287,50,0.5838546752929688,5.020796775817871,0.6984999179840088,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:42.751795,51,0.5838546752929688,5.020796775817871,0.6984999179840088,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:42.942683,52,0.5833024978637695,4.97080135345459,0.6984999179840088,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:43.161883,53,0.5827484130859375,4.920802116394043,0.6984999775886536,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:43.378044,54,0.5821943283081055,4.870806694030762,0.6984999775886536,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:43.592005,55,0.5816411972045898,4.8208112716674805,0.6985000371932983,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:43.808411,56,0.5816411972045898,4.8208112716674805,0.6985000371932983,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:44.027237,57,0.5810880661010742,4.770812034606934,0.6985000967979431,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:44.240797,58,0.5805339813232422,4.7208147048950195,0.6985000967979431,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:44.456454,59,0.5799798965454102,4.6708173751831055,0.6985000967979431,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:44.670853,60,0.5799798965454102,4.6708173751831055,0.6985000967979431,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:44.887966,61,0.5799798965454102,4.6708173751831055,0.6985000967979431,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:45.097563,62,0.5794267654418945,4.620821952819824,0.6985001564025879,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:45.317669,63,0.5794267654418945,4.620821952819824,0.6985001564025879,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:45.519713,64,0.5788726806640625,4.57082462310791,0.6985001564025879,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:45.741194,65,0.5788726806640625,4.57082462310791,0.6985001564025879,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:45.959868,66,0.5788726806640625,4.57082462310791,0.6985001564025879,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:46.176247,67,0.5783205032348633,4.520827293395996,0.6985002160072327,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:46.393808,68,0.5783205032348633,4.520827293395996,0.6985002160072327,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:46.614634,69,0.5783205032348633,4.520827293395996,0.6985002160072327,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:46.814810,70,0.5777664184570312,4.470829963684082,0.6985002160072327,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:47.035750,71,0.5777664184570312,4.470829963684082,0.6985002160072327,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:47.249872,72,0.5772123336791992,4.420834541320801,0.6985002160072327,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:47.467477,73,0.5772123336791992,4.420834541320801,0.6985002160072327,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:47.695587,74,0.5766592025756836,4.370837211608887,0.6985002756118774,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:47.912744,75,0.5766592025756836,4.370837211608887,0.6985002756118774,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:48.116582,76,0.5766592025756836,4.370837211608887,0.6985002756118774,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:48.333993,77,0.5766592025756836,4.370837211608887,0.6985002756118774,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:48.534357,78,0.576106071472168,4.3208417892456055,0.6985003352165222,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:48.745430,79,0.576106071472168,4.3208417892456055,0.6985003352165222,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:48.950578,80,0.5755529403686523,4.270842552185059,0.6985003352165222,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:49.162519,81,0.5755529403686523,4.270842552185059,0.6985003352165222,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:49.387071,82,0.5749988555908203,4.220847129821777,0.6985003352165222,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
2025-07-03T21:28:49.612967,83,0.5749988555908203,4.220847129821777,0.6985003352165222,-4.7646722123317886e-08,4.764671857060421e-08,-1.570796251296997
